Path,Genre,OneHotGenre,Features
data/lmd_matched/lmd_matched/M/M/B/TRMMBSC128F42B9B21/41afa34f4534ce5be7413e07d4be55ea.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.35165132044380526, -0.1, 0.55, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/M/B/TRMMBSC128F42B9B21/5deca5c31b99dc721b2fea704f7a112b.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.319531350485634, -0.1, -0.35, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/M/B/TRMMBSC128F42B9B21/1080682614e1baa97b7761800246d16f.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.319531350485634, -0.1, -0.35, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/M/B/TRMMBSC128F42B9B21/cb3b70d48501127242bec52561205967.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.31953260760324537, -0.1, -0.05, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/M/S/TRMMSSG128F92C6877/b3f0b9da6c0d411d9ca9dd6c286a1f7c.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.31997912748082047, -0.1, 0.31, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/M/S/TRMMSSG128F92C6877/54ba0554060d7d99b71f7a2bc19b0f0c.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.31997912748082047, -0.1, 0.31, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/M/X/TRMMXVK128EF351295/a09f6fdaf338971e480785a3b72d9b90.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.2196183841901972, 0.1, 0.55, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/M/X/TRMMXYX128F42946B5/f10c9eca67695f4eb93f581c9beb2648.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.07569251311729981, -0.1, 0.55, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/M/X/TRMMXWK128F4228043/9ceaf57be69ee1b1633fd07e33ef17fc.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.38837385492319604, -0.1, 0.55, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/M/X/TRMMXWK128F4228043/15682b6d29e536edf95c7a712ccdb6ae.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.3422387436937913, -0.1, -0.17, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/M/X/TRMMXWK128F4228043/ec9eddf496ed798671456ed529959576.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.36871525353822676, -0.1, -0.35, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/M/X/TRMMXWK128F4228043/a3228e302c102e2f1a256ff708cc23e4.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.2554667053644836, -0.1, 0.55, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/M/X/TRMMXWK128F4228043/ea9f11f8152ff5975d28660008489136.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.3452093523344676, -0.1, 0.55, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/M/X/TRMMXWK128F4228043/30e243e0fd851c99e64fab761407ea1f.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.39565763701524154, -0.1, -0.17, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/M/U/TRMMUMI128F14AFD72/e388943a1071ed51ba9220309eb12ac5.mid,Electronic,[0 0 0 0 0 0 1 0 0 0 0 0 0],"[0.12000027900012564, -0.1, -0.17, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/R/N/TRMRNAS128F9343251/b68fdde9f69ebdec24269c9dc266a983.mid,RnB,[0 0 0 1 0 0 0 0 0 0 0 0 0],"[0.316925112574779, -0.1, 0.55, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/R/N/TRMRNKQ128F425A8C6/0c329fafd80acb1d8bb899b659548a60.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.1055534859300253, -0.1, -0.17, -0.125, 0.125]"
data/lmd_matched/lmd_matched/M/R/V/TRMRVVG128F4291138/45a1494357f35cc3f9127c65d2e014f3.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.13000063000062995, -0.1, 0.55, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/R/R/TRMRRTM128F9311496/639b3b0a5cf21687eea72cf2b8fa1a62.mid,Country,[0 0 0 0 0 1 0 0 0 0 0 0 0],"[0.07497299989311661, -0.1, 0.31, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/R/R/TRMRRTM128F9311496/b94e64345fc8af8fd11f2789cd12c982.mid,Country,[0 0 0 0 0 1 0 0 0 0 0 0 0],"[0.05643586360284341, -0.1, -0.17, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/R/R/TRMRRKJ128F425064A/6845d2dd1ab51740d1cb8b00229b7f41.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.33333333333333315, -0.1, -0.35, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/R/R/TRMRRKJ128F425064A/e8174bb09a596fca0060f6c2120dc83e.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.33333333333333315, -0.1, -0.35, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/R/R/TRMRRKJ128F425064A/55244472ff49543be1e0eb8b698d8810.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.141558388095242, -0.1, -0.35, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/R/F/TRMRFNC128F426451B/042acbb05bead457d59e914fe438e067.mid,Country,[0 0 0 0 0 1 0 0 0 0 0 0 0],"[0.19868995633188424, -0.1, -0.35, 0.0, 0.125]"
data/lmd_matched/lmd_matched/M/E/H/TRMEHFC128F422D986/4d0e080bd66e8b0914a04348fab65178.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.19584199929530646, -0.1, 0.31, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/E/H/TRMEHFC128F422D986/51a8d83724d59fa94d475c127eef7784.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.19584199929530163, -0.1, 0.31, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/E/M/TRMEMTI128F92E5141/1b4112a40a2995c3a2874f2003b3951b.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.2684109149277696, -0.2, -0.17, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/E/M/TRMEMTI128F92E5141/db23a53d3afd0d0f05a516c34a837b80.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.3306438354979119, 0.0, 0.31, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/E/M/TRMEMTI128F92E5141/b5bfe6e545c332d154f7377260cc2d31.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.3229547372637663, -0.2, -0.17, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/E/M/TRMEMTI128F92E5141/813aade0a17b8703296fc74c12c3e71b.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.3229547372637663, -0.1, -0.17, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/E/E/TRMEEFA12903CB4AAB/07bd20a536af4af57caedc75ab577845.mid,Electronic,[0 0 0 0 0 0 1 0 0 0 0 0 0],"[0.4155134768408188, -0.1, 0.55, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/E/E/TRMEEFA12903CB4AAB/afe0dd004f6a5beb9be5a45128ee4e76.mid,Electronic,[0 0 0 0 0 0 1 0 0 0 0 0 0],"[0.38000088000088, -0.2, -0.41, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/E/E/TRMEESD128F424AA62/ca59fc2faae317da1be9a421ad483396.mid,Electronic,[0 0 0 0 0 0 1 0 0 0 0 0 0],"[0.4203908568400266, -0.1, 0.31, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/E/E/TRMEESD128F424AA62/a077531a0e4da54cb8d229e21c4dbd18.mid,Electronic,[0 0 0 0 0 0 1 0 0 0 0 0 0],"[0.3955286558094078, -0.1, -0.05, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/E/E/TRMEESD128F424AA62/2329f83374b97bf935af6818ea5e364e.mid,Electronic,[0 0 0 0 0 0 1 0 0 0 0 0 0],"[0.4203989303491786, -0.1, -0.05, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/E/E/TRMEESD128F424AA62/6c7562245f0ba67cd42de832f3a7d1db.mid,Electronic,[0 0 0 0 0 0 1 0 0 0 0 0 0],"[0.4333342666675998, -0.2, -0.41, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/E/E/TRMEESD128F424AA62/6a215338a53f6efab8bd361e00385b3e.mid,Electronic,[0 0 0 0 0 0 1 0 0 0 0 0 0],"[0.3955286558094078, -0.1, -0.05, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/E/E/TRMEESD128F424AA62/4f567dfee33ff90ebd36aaeff8f6a1c4.mid,Electronic,[0 0 0 0 0 0 1 0 0 0 0 0 0],"[0.3192099776919949, -0.1, 0.55, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/E/E/TRMEESD128F424AA62/f61cb151a7b9d2690b70cd8b89b0c751.mid,Electronic,[0 0 0 0 0 0 1 0 0 0 0 0 0],"[0.42068877242605823, -0.1, 0.55, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/E/E/TRMEESD128F424AA62/fb4eb4c79ba5f83aa4b7c3647820ba4a.mid,Electronic,[0 0 0 0 0 0 1 0 0 0 0 0 0],"[0.2678711625566182, -0.1, -0.35, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/E/A/TRMEABR128F1490FB1/e397c6020579079fdc65707de2a1a0f9.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.18511749347257678, -0.1, -0.35, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/E/A/TRMEABR128F1490FB1/957d66a1dd976570cb58646f82d39fc7.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.18511749347257678, -0.1, -0.35, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/E/W/TRMEWET128F934364E/5b66723292b91692d81f9dd497334962.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.21499530365098793, -0.1, -0.17, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/E/W/TRMEWET128F934364E/007e052394dee52b75d6a5cf1ed0d561.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.19788211421696617, 0.0, -0.05, -0.125, 0.125]"
data/lmd_matched/lmd_matched/M/E/W/TRMEWET128F934364E/93e143530f0edaf51dcd6bbbd7ce6796.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.21499530365098204, -0.1, -0.17, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/E/W/TRMEWET128F934364E/daba74e05ab4d47210a90d3cc79b21bf.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.19788211421696617, 0.0, -0.05, -0.125, 0.125]"
data/lmd_matched/lmd_matched/M/A/V/TRMAVAO128F429F900/48ef04af473cac1c2da961ee6e40bd9b.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.1666666666666647, -0.2, -0.17, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/A/W/TRMAWZQ128E07915C5/1f36f519039b3a7f1c1887c828750507.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.15605833129045144, -0.1, -0.41, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/A/B/TRMABKI128F14668D7/86bdeb6565c7ac6bd7c80fc4dd133ea4.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.18220607942113484, 0.5, 0.55, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/A/B/TRMABKI128F14668D7/8154cda5c81b07dbb6d388637793923f.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.15721247865899612, -0.1, 0.31, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/A/B/TRMABKI128F14668D7/759ef06800124233e98b9ce2cc87bbfd.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.18059560841321076, 0.5, 0.31, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/A/B/TRMABKI128F14668D7/a650f300ae44294a2f4aadb944609c6d.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.15721247865899612, -0.1, 0.31, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/A/B/TRMABKI128F14668D7/5089af2e89c8e3647cd8843a74d90abe.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.16664013476007586, -0.1, -0.17, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/A/B/TRMABKI128F14668D7/a5e7e9bb12056f56afb700d5cca1795e.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.18511891839372538, -0.2, -0.17, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/A/B/TRMABKI128F14668D7/ef9669cc692e2aad4354c62496c136ff.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.16683305670693993, -0.2, -0.17, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/A/B/TRMABKI128F14668D7/211760f98b7a209f77523ac818b1dc66.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.1842217372932679, -0.1, 0.55, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/A/B/TRMABKI128F14668D7/21efd612cd0042f6b068d3f02e51309d.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.12639324375379146, 0.3, -0.35, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/A/B/TRMABKI128F14668D7/914e85afb8a0deebd33a56f99a4312dd.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.15721247865899612, -0.1, 0.31, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/A/B/TRMABKI128F14668D7/cf06608a3e6fcb7f89cac7d6d500dade.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.1852717329276686, -0.1, 0.31, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/A/Q/TRMAQBC128F423EC19/2c6e95310733b9865d13a9036fde51f0.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.25020457989968614, -0.1, 0.55, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/P/E/TRMPEIR128F425C0E3/e87b2a2d05bf3179aef2856cb7e9eac5.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.1800122283954564, 0.1, -0.41, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/P/E/TRMPEIR128F425C0E3/63250ca0286242d105848767e5afeccf.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.1800122283954564, 0.1, -0.41, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/P/E/TRMPEIR128F425C0E3/7c2f5e054248c7bc320fd694c385620d.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.1800122283954564, 0.2, -0.41, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/P/Y/TRMPYLD128F42689CC/5f31d1933f870e512f99c24a7d4b6d41.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.39989543974779396, -0.1, 0.55, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/W/O/TRMWOEB128F426AB59/3315ec1a1fd34ccb507f4855def17de6.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.17933062793448604, -0.1, -0.17, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/W/O/TRMWOEB128F426AB59/0dbb0aaf4504f0e28928d058537293a6.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.17818071492996496, -0.1, -0.35, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/W/O/TRMWOEB128F426AB59/728e3a6114160b23137d149c0e8dcc85.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.17818071492996496, -0.1, -0.35, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/W/O/TRMWOEB128F426AB59/5c16687b3c5a11b2f6ddb1f757975bc2.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.17857244643009673, -0.1, -0.35, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/W/O/TRMWOEB128F426AB59/a288645b5f7cd8170c052b3554c30c03.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.17857244643009673, -0.1, -0.35, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/W/K/TRMWKFT128F1464315/7b8443ab4f46f735ccd10f00e5fdc4a6.mid,Electronic,[0 0 0 0 0 0 1 0 0 0 0 0 0],"[0.2905890258831435, -0.2, -0.41, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/W/C/TRMWCQV128E078D17A/01feaae09114a179013d04061fdc5d3d.mid,Jazz,[0 0 0 0 1 0 0 0 0 0 0 0 0],"[0.06364830924323579, -0.1, -0.35, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/W/C/TRMWCQV128E078D17A/0a8731cb0e7c60794ea283824e1784ce.mid,Jazz,[0 0 0 0 1 0 0 0 0 0 0 0 0],"[0.27485872406031175, -0.1, -0.35, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/W/C/TRMWCQV128E078D17A/a0917ee7305af809cd14cac36268d089.mid,Jazz,[0 0 0 0 1 0 0 0 0 0 0 0 0],"[0.06364830924323579, -0.1, -0.35, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/W/C/TRMWCQV128E078D17A/d13343b8da11e5b99e55329818be9d9d.mid,Jazz,[0 0 0 0 1 0 0 0 0 0 0 0 0],"[0.06348362289168913, -0.1, 0.31, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/W/E/TRMWEFS128F42ACB44/7f05ede74f6de8e0e8773ad93b5d7eb3.mid,Latin,[1 0 0 0 0 0 0 0 0 0 0 0 0],"[0.2480345435802683, -0.1, -0.41, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/W/E/TRMWEFS128F42ACB44/c2ee0f7a01ee64c2b6cb08d6b7b7ce90.mid,Latin,[1 0 0 0 0 0 0 0 0 0 0 0 0],"[0.2535380937859683, -0.1, -0.41, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/W/E/TRMWEFS128F42ACB44/a158e54377d91a08c00f28f9205dc44e.mid,Latin,[1 0 0 0 0 0 0 0 0 0 0 0 0],"[0.2480345435802683, -0.1, -0.41, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/W/E/TRMWEFS128F42ACB44/b8d6fc25b40f2c3cd6edb4715f650b08.mid,Latin,[1 0 0 0 0 0 0 0 0 0 0 0 0],"[0.2480345435802683, -0.1, -0.41, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/W/E/TRMWEFS128F42ACB44/ed1d433dc8f70e1867ebd291ca3016c8.mid,Latin,[1 0 0 0 0 0 0 0 0 0 0 0 0],"[0.2480345435802683, -0.1, -0.41, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/W/E/TRMWEFS128F42ACB44/68f42166b482dc90ceaa8c0883eab73d.mid,Latin,[1 0 0 0 0 0 0 0 0 0 0 0 0],"[0.22796093932371111, -0.1, -0.41, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/W/E/TRMWEFS128F42ACB44/bc0a80f20944215591907555c39d90df.mid,Latin,[1 0 0 0 0 0 0 0 0 0 0 0 0],"[0.2565611733396865, -0.1, -0.41, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/W/F/TRMWFPK128F42766A3/2a94b4b3ccabd00f89854f26a6834317.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.21974365582271702, -0.1, -0.41, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/W/F/TRMWFPK128F42766A3/7ee6616173e99febf0784ef850ab1b91.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.3630103480166402, -0.1, -0.35, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/W/F/TRMWFPK128F42766A3/4a99257cb68b7901409214e711c83a0b.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.28000078000078277, -0.2, -0.17, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/W/F/TRMWFPK128F42766A3/fa1653cd3dd34199f5c7000017ae164c.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.28000078000078277, -0.2, -0.17, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/W/F/TRMWFPK128F42766A3/ad6cc609b66dcf49b1133fddbb84501c.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.21975793101264127, -0.1, -0.41, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/W/F/TRMWFPK128F42766A3/0d5af383a0a75a439f6f0985a9672190.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.21974508331622947, -0.1, 0.31, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/W/F/TRMWFPK128F42766A3/3a518ddccced58d3d1e7cbf8677c4d3e.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.28390363872801744, -0.1, -0.17, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/W/F/TRMWFPK128F42766A3/c38c1373d68958549900bdf4a1234f30.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.3945468061575491, 0.0, -0.41, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/W/F/TRMWFPK128F42766A3/02ec44c36d006594e24e35c6cd6c5c67.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.21974508331622947, -0.1, 0.31, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/W/B/TRMWBSU128F92F9CE7/4d3940d05811fe325828e2d4b290a063.mid,Folk,[0 0 0 0 0 0 0 1 0 0 0 0 0],"[0.10675319242868823, -0.1, -0.35, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/W/Y/TRMWYUT128F426A835/d23ab63cdb40502d38c54fb8338818de.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.24107239350944032, -0.1, 0.31, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/W/Y/TRMWYUT128F426A835/87f76f8e9c2e2fd8763be630ba3a8e99.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.27531222691881735, -0.1, -0.17, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/W/Y/TRMWYUT128F426A835/eb9d2322bc82a2fa89abb0b68ff71775.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.23731011319143258, -0.2, -0.17, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/W/Y/TRMWYUT128F426A835/5a51a601e1f32449669b2459abef4f42.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.27531222691881735, -0.1, -0.17, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/W/Y/TRMWYUT128F426A835/27f27663c0c95e97e68d6b409e344427.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.23902582241235165, -0.1, 0.31, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/W/Y/TRMWYUT128F426A835/c1fbe9b395d4376ac96649cee938ed10.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.23703998077583283, -0.1, 0.31, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/W/Y/TRMWYUT128F426A835/cc6ed363389add2704f76e8926179a9e.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.2612538477222562, -0.1, -0.17, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/W/U/TRMWUXD128E0794FA9/bc196294f820369b36baf56a5e9597fa.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.23238565792994953, 0.0, -0.41, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/W/U/TRMWUXD128E0794FA9/da89c2ce0e971168647ab153e33911b6.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.22496590173501346, 0.0, 0.31, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/W/Q/TRMWQWR128F426025E/6c1d47aedaf07ece7aa45cc55b815dfb.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.07461300309597524, -0.1, 0.31, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/W/Q/TRMWQWR128F426025E/0e76c737c1f27ac0e5e1e7455a63c8ec.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.42929539905158115, -0.1, -0.35, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/W/Q/TRMWQWJ128F425A43C/1011eeed49c9ed727d6af5848d4d11a5.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.10317826326492584, -0.1, -0.17, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/W/Q/TRMWQWJ128F425A43C/37aeb2ac766e1450b0d719f6226a2936.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.21228213866264364, -0.1, -0.35, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/W/Q/TRMWQWJ128F425A43C/44720baa3b446ccb174a18be865c1a40.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.15660238655003902, -0.1, 0.31, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/W/Q/TRMWQWJ128F425A43C/68f5fa34280197bc43fb1c97a4108678.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.15912356391201182, -0.1, 0.31, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/W/Q/TRMWQWJ128F425A43C/8b2c72868e5a3b67948a8fc045114779.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.2774225928306752, -0.1, 0.55, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/W/Q/TRMWQWJ128F425A43C/c4b7456d4fd262372ed4cb5178677d81.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.15912356391201182, -0.1, 0.31, 0.125, 0.125]"
data/lmd_matched/lmd_matched/M/J/I/TRMJIHP128EF342E30/30a1e2ba8272eab3f16e9139e686ef6b.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.29705734021016517, 0.0, -0.41, 0.125, 0.125]"
